Job title,Company name,Location,posted,Experience,Career Level,Education Level,Salary,Job Categories,Skills and Tools,Job link,Company Link
Software Tester / Quality Control Engineer (Mansoura),"qTech. ""AlQemam""","Mansoura, Dakahlia, Egypt ",Posted 10 days ago,More than 1 year,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,IT/Software Development | Quality | Engineering - Telecom/Technology,Quality Assurance | Quality Control | Engineering | Quality | SQL | Zephyr | Testing | Software Testing | Agile | Project Management | Information Systems | Information Technology (IT) | Computer Science | Computer Engineering | QA | Software | QC | Software Engineering | Troubleshooting | Test,https://wuzzuf.net/jobs/p/GHkOZ0D34qPB-Software-Tester-Quality-Control-Engineer-Mansoura-qTech-AlQemam-Dakahlia-Egypt?o=47&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Alqemam-For-Programming-Egypt-3545
Software Tester,Advanced Solutions,"Cairo, Egypt ",Posted 10 days ago,3 to 4 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Quality | Engineering - Telecom/Technology,Software Tester | Software Testing | Computer Science | Information Technology (IT) | Quality Control | Programming | Testing | Tester,https://wuzzuf.net/jobs/p/GBC4P0vz6zBr-Software-Tester-Advanced-Solutions-Cairo-Egypt?o=48&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Advanced-Solutions-Philippines-70579
Software Developer,Perfect Presentation,"6th of October, Giza, Egypt ",Posted 3 days ago,4 to 6 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Java | Information Technology (IT) | Computer Engineering | Computer Science | Software Development,https://wuzzuf.net/jobs/p/CvnMDwkH4YnR-Software-Developer-Perfect-Presentation-Giza-Egypt?o=49&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/PERFECT-PRESENTAION-Egypt-10124
Frontend Software Engineer,SSC Egypt,"Cairo, Egypt ",Posted 3 days ago,4 to 6 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Angular | Angular Js | Angular.js | Computer Science | CSS | HTML | Information Technology (IT) | JavaScript | jQuery | Js | Software Development | Software Engineering,https://wuzzuf.net/jobs/p/oOsRd3XhokTo-Frontend-Software-Engineer-SSC-Egypt-Cairo-Egypt?o=50&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/SSC-Egypt-Egypt-37268
Senior Software Engineer,Confidential Company,"Cairo, Egypt ",Posted 6 days ago,3 to 6 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Information Technology (IT) | Computer Science | Engineering | HTML5 | REST | Software Development | Software Engineering | SQL | ASP.Net | .Net | Design,https://wuzzuf.net/jobs/p/jFUY0gYedb2I-Senior-Software-Engineer-Cairo-Egypt?o=51&l=sp&t=sj&a=software|search-v3|hpb|spbg,Confidential Company
Back-End Software Engineer,Eden Solutions,"Heliopolis, Cairo, Egypt ",Posted 6 days ago,More than 2 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Docker | Software Development | MongoDB | RESTful | Typescript | NoSQL | SQL | AWS | Computer Science | Information Technology (IT) | Software Engineering | Testing | Back End,https://wuzzuf.net/jobs/p/b5mgmGL2frMr-Back-End-Software-Engineer-Eden-Solutions-Cairo-Egypt?o=52&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Eden-Solutions-Egypt-38186
Business Analyst (Software),Taqneen,"Nasr City, Cairo, Egypt ",Posted 6 days ago,4 to 7 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Business Development | Analyst/Research,Information Technology (IT) | UI/UX | UI Design | Computer Science | Business Analysis | Communication skills | Software Development | Analysis | Agile | business | analytical | Software | Scrum,https://wuzzuf.net/jobs/p/rMz2DuVoia6K-Business-Analyst-Software-Taqneen-Cairo-Egypt?o=53&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Taqneen-Egypt-75733
Senior Sales Executive (Software),UnitLabs,"Dokki, Giza, Egypt ",Posted 10 days ago,6 to 10 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Customer Service/Support | Sales/Retail,Sales Target | Customer Service | Sales | Software | Marketing,https://wuzzuf.net/jobs/p/4wYZZKCdOV3d-Senior-Sales-Executive-Software-UnitLabs-Giza-Egypt?o=54&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/UnitLabs-Egypt-19547
Lead Software Engineer - L1 (Java),ITWORX,"Nasr City, Cairo, Egypt ",Posted 7 days ago,5 to 7 years,Manager ,Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Java | Java Development | Computer Science | Software Engineering | Software Development | Spring Core,https://wuzzuf.net/jobs/p/EVbHBp0JMLSj-Lead-Software-Engineer---L1-Java-ITWORX-Cairo-Egypt?o=55&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/ITWORX-Egypt-28913
Android Software Engineer - Alexandria,Softxpert Incorporation ,"Alexandria, Egypt ",Posted 6 days ago,2 to 4 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Android | Java | C++ | APIS | GIT | SVN | Information Technology (IT) | Android SDK | Android Applications | Computer Engineering | TDD | Design | SolidWorks | Telecommunication Engineering | Computer Science | SDLC | OOP | Android Development | Software | Software Development | Engineering | Problem Solving | Software Engineering | Development,https://wuzzuf.net/jobs/p/LYOxxL3yFJbd-Android-Software-Engineer---Alexandria-Softxpert-Incorporation-Alexandria-Egypt?o=56&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Softxpert-Incorporation-Egypt-3527
Senior Software Quality Assurance Engineer (Automation),Confidential Company,"New Cairo, Cairo, Egypt ",Posted 8 days ago,More than 4 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Quality | Engineering - Telecom/Technology,Quality Control | Quality Assurance | QA Automation | QC | Software Testing | Automation Testing | User Testing | Automation | Computer Science | Design | Engineering | Information Technology (IT) | Git | Java | JavaScript | test automation | Software Development | OOP | Cypress,https://wuzzuf.net/jobs/p/bVR4Ap5GMA8T-Senior-Software-Quality-Assurance-Engineer-Automation-Cairo-Egypt?o=57&l=sp&t=sj&a=software|search-v3|hpb|spbg,Confidential Company
Software Technical Lead,Reach,"New Cairo, Cairo, Egypt ",Posted 8 days ago,3 to 7 years,Manager ,Bachelor's Degree,25000 to 40000 EGP Per Month,IT/Software Development | Engineering - Telecom/Technology,AWS | Computer Science | Engineering | Information Technology (IT) | Laravel | Node Js | Node.js | React | Software Development | Js | node | React js | Software | English | Communication | JIRA | Scrum | business,https://wuzzuf.net/jobs/p/Fq6b0yWhOatj-Software-Technical-Lead-Reach-Cairo-Egypt?o=58&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Reach-Egypt-43635
Software Developer,Aschl Management Systems,"Linz, Austria ",Posted 13 days ago,2 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Computer Science | Development | Software Development | C | Information Technology (IT) | Java | Software Engineering | SQL | Web Development,https://wuzzuf.net/jobs/p/pbMPZN8Uln1k-Software-Developer-Aschl-Management-Systems-Linz-Austria?o=59&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Aschl Management Systems-Austria-80408
Software Developer - Flutter,Confidential Company,"Cairo, Egypt ",Posted 9 days ago,More than 1 year,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Flutter | software Developer | Software Engineering | Computer Science | Information Technology (IT) | Software Development,https://wuzzuf.net/jobs/p/sl1ldXCdhdBC-Software-Developer---Flutter-Cairo-Egypt?o=60&l=sp&t=sj&a=software|search-v3|hpb|spbg,Confidential Company
Software Tester,UnitLabs,"Mohandessin, Giza, Egypt ",Posted 13 days ago,1 to 3 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,IT/Software Development | Quality | Engineering - Telecom/Technology,Software Testing | Information Technology (IT) | ISTQB | Computer Science | Engineering | Quality Assurance | Quality Control | Software Engineering | Software Development | QC | QA | Software Quality | API testing | API | Automation Testing | Regression Testing | Testing,https://wuzzuf.net/jobs/p/WvNx52HyW7Zo-Software-Tester-UnitLabs-Giza-Egypt?o=61&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/UnitLabs-Egypt-19547
Embedded Software Engineer C++ / Linux,Expleo,"Maadi, Cairo, Egypt ",Posted 13 days ago,1 to 2 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology | Engineering - Mechanical/Electrical,C++ | Linux | Embedded Systems | Embedded Linux | Modern C++ | Electrical Engineering | Information Technology (IT) | Software Engineering | Software Development | English | Engineering | Computer Science | AUTOSAR Classic | Adaptive,https://wuzzuf.net/jobs/p/QUAkR4MRHUXj-Embedded-Software-Engineer-C-Linux-Expleo-Cairo-Egypt?o=62&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/SQS-Egypt-Egypt-2422
Software Architect,ARROW Electronics ,"Nasr City, Cairo, Egypt ",Posted 13 days ago,8 to 10 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,AWS | Java | Software Development | Software | Python | Information Technology (IT) | Angular | Design | SQL | Computer Science | Engineering,https://wuzzuf.net/jobs/p/MhD6IuFoWYXI-Software-Architect-ARROW-Electronics-Cairo-Egypt?o=63&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Silicon-Egypt-Egypt-4159
Software Sales Specialist,Rowaad,"Nasr City, Cairo, Egypt ",Posted 13 days ago,More than 1 year,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,IT/Software Development | Sales/Retail,Information Technology (IT) | Sales | sales skills | Software | Sales Target | Communication | Negotiations,https://wuzzuf.net/jobs/p/piKzb87KYPhT-Software-Sales-Specialist-Rowaad-Cairo-Egypt?o=64&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Rowaad-Egypt-34790
Software Sales Specialist,MiracleEgypt,"Hadayek Alahram, Giza, Egypt ",Posted 10 days ago,Not Specified,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,IT/Software Development | Sales/Retail,IT | Sales | sales skills | Sales Target | Information Technology (IT) | Customer Service | Software Sales | ERP,https://wuzzuf.net/jobs/p/yuqSUtH7kUSo-Software-Sales-Specialist-MiracleEgypt-Giza-Egypt?o=65&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/MiracleEgypt-Egypt-30644
software QC Tester,Globaction,"6th of October, Giza, Egypt ",Posted 10 days ago,1 to 5 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,IT/Software Development | Quality | Engineering - Telecom/Technology,QC | Tester | Software Testing | QC tester | Quality Control | Software QC,https://wuzzuf.net/jobs/p/Xx1fIVBFHEwL-software-QC-Tester-Globaction-Giza-Egypt?o=66&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Globaction-Egypt-41401
Senior C++ Software Engineer,Viavi Solutions,"Maadi, Cairo, Egypt ",Posted 14 days ago,More than 3 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,C++ | Software Development | Software Engineering | Software | Computer Science | Engineering | Development | Linux | Information Technology (IT),https://wuzzuf.net/jobs/p/7HclygaU757s-Senior-C-Software-Engineer-Viavi-Solutions-Cairo-Egypt?o=67&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Viavi-Solutions-Egypt-67182
Software Engineer- Java/ C++,Viavi Solutions,"Maadi, Cairo, Egypt ",Posted 14 days ago,More than 5 years,Experienced (Non-Manager),Bachelor's Degree,"Confidential, - Social Insurance to the max
- Private A Class Medical Insurance for the employee and family.
- Mobile Allowance",IT/Software Development | Engineering - Telecom/Technology,Java | Software Development | Software | engineer | Information Technology (IT) | C++ | OOD | TroubleShooting | Problem-Solving | Data Structure | Computer Science,https://wuzzuf.net/jobs/p/xcgRMt4z2RHD-Software-Engineer--Java-C-Viavi-Solutions-Cairo-Egypt?o=68&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Viavi-Solutions-Egypt-67182
Senior Software Tester,zVendo.com,"Heliopolis, Cairo, Egypt ",Posted 14 days ago,4 to 7 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Quality | Engineering - Telecom/Technology,Automation | Automation Testing | Computer Science | ISTQB | QA | Software Testing | Testing | Information Technology (IT) | Software Development | Software Engineering | Scrum | Agile | API | MySQL | SQL,https://wuzzuf.net/jobs/p/lf6wOU125itB-Senior-Software-Tester-zVendo-com-Cairo-Egypt?o=69&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/zVendo.com-Egypt-71778
Senior Software Test Engineer-Cairo,Confidential Company,"Jeddah, Saudi Arabia ",Posted 14 days ago,3 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Quality | Engineering - Telecom/Technology,Automation | Software Engineering | Software Testing | Testing | Computer Science | Information Technology (IT) | Automation Testing | Software Development | Software | UI,https://wuzzuf.net/jobs/p/iObYHASnoDBp-Senior-Software-Test-Engineer-Cairo-Jeddah-Saudi-Arabia?o=70&l=sp&t=sj&a=software|search-v3|hpb|spbg,Confidential Company
Software Engineering Manager,3D Diagnostix,"Maadi, Cairo, Egypt ",Posted 15 days ago,More than 10 years,Manager ,Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Angular | Computer Science | Information Technology (IT) | PHP | Software Development | Software Engineering | Software | Management | Testing | software manager | software engineering manager | head of engineering | head of software development | technical manager | AWS | MySQL | node. Js | Agile | Architecture | Design | Engineering,https://wuzzuf.net/jobs/p/n6XDNAdPLPx2-Software-Engineering-Manager-3D-Diagnostix-Cairo-Egypt?o=71&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/3D-Diagnostix-Egypt-3761
Software Test Engineer | API Testing,Expleo,"Maadi, Cairo, Egypt ",Posted 13 days ago,1 to 3 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,15000 to 25000 EGP Per Month,IT/Software Development | Quality | Engineering - Telecom/Technology,API | API Testing | Computer Science | Information Technology (IT) | Software | Software Development | Test | Test Engineer | Testing | Software Engineering | ISTQB | English | SOAP,https://wuzzuf.net/jobs/p/RlUvHKpja6Bw-Software-Test-Engineer-API-Testing-Expleo-Cairo-Egypt?o=72&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/SQS-Egypt-Egypt-2422
Software Project Manager,Neom Tech,"Cairo, Egypt ",Posted 15 days ago,4 to 6 years,Experienced (Non-Manager),Bachelor's Degree,"Confidential, Bonus ,Medical insurance",IT/Software Development | Project/Program Management | Engineering - Telecom/Technology,Architecture | Agile | Communication skills | Communication | Computer Science | Engineering | Design | Project Management | Information Technology (IT) | Software Development | Software | quality,https://wuzzuf.net/jobs/p/5YbHDv6UE8OH-Software-Project-Manager-Neom-Tech-Cairo-Egypt?o=73&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/1987-Egypt-33521
Sr. Software Quality Control Engineer,BlueCloud,"Cairo, Egypt ",Posted 2 days ago,3 to 6 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Quality | Engineering - Telecom/Technology,Communication | Automation | Communication skills | Computer Engineering | Computer Science | Management | Engineering | Quality Control | Quality Assurance | Testing,https://wuzzuf.net/jobs/p/ZuK6CqP7K0oF-Sr-Software-Quality-Control-Engineer-BlueCloud-Cairo-Egypt?o=74&l=sp&t=sj&a=software|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Blue-Cloud-Egypt-10519
